school_name,state,website,staff_directory
weddington high school,north carolina,https://www.ucps.k12.nc.us/domain/55,https://ucpsapps.ucps.k12.nc.us/empDirectory2018/public/staff_lists.php?schId=377&tab=alpha
parkwood high school,north carolina,https://www.ucps.k12.nc.us/pwhs,https://ucpsapps.ucps.k12.nc.us/empDirectory2018/public/staff_lists.php?schId=344&tab=alpha
university christian school,florida,https://www.ucsjax.com/,https://www.ucsjax.com/about/meet-our-faculty
academy for allied health sciences,new jersey,https://www.ucvts.org/Page/372,https://www.ucvts.org/site/Default.aspx?PageType=1&amp;SiteID=8&amp;ChannelID=207&amp;DirectoryType=6
academy for information technology,new jersey,https://www.ucvts.org/Page/471,https://www.ucvts.org/site/Default.aspx?PageType=1&amp;SiteID=8&amp;ChannelID=207&amp;DirectoryType=6
union grove high school,texas,https://www.ugisd.org/,https://www.ugisd.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=26&amp;DirectoryType=6
union local high school,ohio,https://www.ulschools.com/unionlocalhighschool_home.aspx,https://www.ulschools.com/staff.aspx
union high school,iowa,https://www.union.k12.ia.us/schools/union-high-school/,https://www.union.k12.ia.us/district/staff-directory/
union area middle  high school,pennsylvania,https://www.unionareasd.org/district/union-area-middle-high-school/,https://www.unionareasd.org/district/staff-directory/
union square academy for health sciences,new york,https://www.unionsquareacademy.org/,https://unionsquareacademy.org/staff-directory/
fieldcrest high school,illinois,https://www.unit6.org/,https://www.unit6.org/district_information/district_staff
unity center for urban technologies,new york,https://www.unitycenterhs.org/,https://www.unitycenterhs.org/directory/faculty
the university lake school,wisconsin,https://www.universitylake.org/,https://www.universitylake.org/parent-resources/faculty-staff-directory
university high school,colorado,https://www.universityschools.com/,https://www.universityschools.com/site/Default.aspx?PageType=15&SiteID=4&SectionMax=15&DirectoryType=6
university view academy,louisiana,https://www.universityview.academy/,https://www.universityview.academy/faculty-and-staff/
biglerville high school,pennsylvania,https://www.upperadams.org/site/Page/2947,https://www.upperadams.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=868&amp;DirectoryType=6
upper cape cod vocational technical,massachusetts,https://www.uppercapetech.com/,https://www.uppercapetech.com/about-uct/staff-directory
the urban school of san francisco,california,https://www.urbanschool.org/,https://www.urbanschool.org/about/directory
the ursuline school,new york,https://www.ursulinenewrochelle.org/,https://www.ursulinenewrochelle.org/directory
republic county juniorsenior high school,kansas,https://www.usd109.org/,https://www.usd109.org/staff
minneapolis junior senior high school,kansas,https://www.usd239.org/,https://www.usd239.org/staff
cheney high,kansas,https://www.usd268.org/,https://www.usd268.org/staff
osawatomie high school,kansas,https://www.usd367.org/schools/high-school/,https://www.usd367.org/district/staff-directory
baxter springs high,kansas,https://www.usd508.org/District/Department/3-Baxter-Springs-High-School,https://www.usd508.org/District/Department/3-Baxter-Springs-High-School/District/3192-Staff-Resources.html
uwharrie charter academy,north carolina,https://www.uwharriecharter.org/ucahighschool_home.aspx,https://www.uwharriecharter.org/HighSchoolStaff.aspx
validus preparatory academy,new york,https://www.validusprep.org/,https://www.validusprep.org/faculty-staff
valley christian school,wisconsin,https://www.valleychristianoshkosh.com/,https://www.valleychristianoshkosh.com/faculty-staff
valley view high school,ohio,https://www.valleyview.k12.oh.us/,https://www.valleyview.k12.oh.us/about/directory
valwood school,georgia,https://www.valwood.org/,https://www.valwood.org/about-us/faculty-and-staff-directory/
vandalia community high school,illinois,https://www.vandals203.org/,https://www.vandals203.org/staff
river valley virtual academy,arkansas,https://www.vbsd.us/schools/river-valley-virtual-academy,https://www.vbsd.us/schools/river-valley-virtual-academy/schools/river-valley-virtual-academy/faculty-directory
valley christian academy,california,https://www.vcalions.com/,https://www.vcalions.com/teachers/
village christian academy,north carolina,https://www.vcanc.com/,https://www.vcanc.com/faculty
victory christian center school,north carolina,https://www.vccskings.com/,https://www.vccskings.com/about-us/high-school-faculty-clone
vestaburg community alternative education school,michigan,https://www.vcs-k12.net/,https://www.vcs-k12.net/staff-directory
vestaburg community middlehigh school,michigan,https://www.vcs-k12.net/,https://www.vcs-k12.net/staff-directory
venture academy,california,https://www.ventureacademyca.org/,http://www.acswasc.org/directory_searchdetail.cfm?O=3658&amp;Schl=Venture%20Academy&amp;City=&amp;Cat=0&amp;Cnty=39&amp;SchoolCat=Charter%20School&amp;Name=Venture%20Academy&amp;Page=1
veritas academy,pennsylvania,https://www.veritasacademy.com/,https://www.veritasacademy.com/faculty
vertus charter school,new york,https://www.vertusschool.org/,https://www.vertusschool.org/staff/
valley high school,colorado,https://www.vhs.wcsdre1.org/en-US,https://vhs.wcsdre1.org/en-US/staff
village christian schools,california,https://www.villagechristian.org/,https://www.villagechristian.org/about/faculty-staff-contacts/
vision charter school,idaho,https://www.visioncharter.net/,https://www.visioncharter.net/vcs-staff.html
vail mountain school,colorado,https://www.vms.edu/,https://www.vms.edu/welcome/faculty-and-staff
volusia virtual instruction program district provided,florida,https://www.volusiaonlinelearning.com/,https://www.volusiaonlinelearning.com/faculty-staff
valley vista high continuation,california,https://www.vvhs.info/,https://www.vvhs.info/apps/staff/
washington comm high school,illinois,https://www.wacohi.net/,https://www.wacohi.net/staff
wagner high school,south dakota,https://www.wagner.k12.sd.us/District/Department/164-High-School,https://www.wagner.k12.sd.us/District/Department/164-High-School/District/Staff/
the waldorf school of garden city,new york,https://www.waldorfgarden.org/,https://www.waldorfgarden.org/faculty-directory/
warner high school,oklahoma,https://www.warner.k12.ok.us/vnews/display.v/SEC/High%20School,https://warner.socs.net/vnews/display.v/StaffDirectory
warroad high school,minnesota,https://www.warroad.k12.mn.us/o/whs,https://www.warroad.k12.mn.us/page/staff-resources
east high school,iowa,https://www.waterlooschools.org/schoolsites/easthigh/,https://www.waterlooschools.org/schoolsites/easthigh/teachers-2/
expo alternative learning center,iowa,https://www.waterlooschools.org/schoolsites/expo/,https://www.waterlooschools.org/schoolsites/expo/expo-alc-staff-2/
west high school,iowa,https://www.waterlooschools.org/schoolsites/westhigh/,https://www.waterlooschools.org/schoolsites/westhigh/staff/
waterville juniorsenior high school,new york,https://www.watervillecsd.org/,https://www.watervillecsd.org/site/Default.aspx?PageType=1&SiteID=4&ChannelID=197&DirectoryType=6
wayne early  middle college high,north carolina,https://www.waynecountyschools.org/,https://www.waynecountyschools.org/HRStaff.aspx
psrc early college at rcc,north carolina,https://www.waynecountyschools.org/,https://www.waynecountyschools.org/HRStaff.aspx
charles b aycock high school,north carolina,https://www.waynecountyschools.org/charlesbaycockhigh_home.aspx,https://www.waynecountyschools.org/HRStaff.aspx
goldsboro high school,north carolina,https://www.waynecountyschools.org/goldsborohigh_home.aspx,https://www.waynecountyschools.org/HRStaff.aspx
wayne high school,west virginia,https://www.waynepioneer.org/,https://www.waynepioneer.org/_files/ugd/e47840_626f15bf83e44e9fab1228bf63db6981.docx?dn=Staff%20Directory.docx
west boylston juniorsenior high school,massachusetts,https://www.wbschools.com/WBMHS/,https://www.wbschools.com/WBMHS/WBMHS/2047-Staff-Email-and-Extensions.html
fruitdale high school,alabama,https://www.wcbek12.org/,https://www.wcbek12.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=25&amp;DirectoryType=6
william cullen bryant high school,new york,https://www.wcbryanths.org/,https://www.wcbryanths.org/faculty_directory
wayland cohocton high school,new york,https://www.wccsk12.org/o/wchs,https://www.wccsk12.org/o/wchs/staff
de anza high school,california,https://www.wccusd.net/site/default.aspx?domainid=433,https://www.wccusd.net/site/default.aspx?domainid=433/staff
wolfe city high school,texas,https://www.wcisd.net/o/wchs,https://www.wcisd.net/o/wchs/staff
independence high school,tennessee,https://www.wcs.edu/,https://www.wcs.edu/site/Default.aspx?PageType=15&SiteID=4&SectionMax=60&DirectoryType=6
tylertown high school,mississippi,https://www.wcsd.k12.ms.us/tylertown,https://www.wcsd.k12.ms.us/thsstaff
warren mott high school,michigan,https://www.wcskids.net/wmhs/,https://www.wcskids.net/wmhs/staff.html
douglas high school,oregon,https://www.wdsd.org/DHS/,https://www.wdsd.org/DHS/DHS/Staff/
sylmar biotech health and engineering magnet,california,https://www.wearesbha.org/,https://www.wearesbha.org/site/Default.aspx?PageType=15&SiteID=4&SectionMax=15&DirectoryType=6
west branch high school,iowa,https://www.west-branch.k12.ia.us/high-school/,https://www.west-branch.k12.ia.us/staff-directory/
west mont christian academy,pennsylvania,https://www.west-mont.org/,https://www.west-mont.org/meet-the-team
west stokes high school,north carolina,https://www.west.stokes.k12.nc.us/,https://www.west.stokes.k12.nc.us/apps/staff/
west branch area juniorsenior high school,pennsylvania,https://www.westbranch.org/category/west-branch-high-school/,https://www.westbranch.org/employee-directory/
westbury christian school,texas,https://www.westburychristian.org/,https://www.westburychristian.org/faculty-and-staff-directory/
westchester square academy,new york,https://www.westchestersquare.org/,https://www.westchestersquare.org/directory/faculty
western high school,ohio,https://www.westernlocalschools.com/,https://www.westernlocalschools.com/staff
westwood school,georgia,https://www.westwoodschools.org/,https://www.westwoodschools.org/about/faculty-and-staff/
wichita falls high school,texas,https://www.wfisd.net/domain/370,https://www.wfisd.net/domain/370/departments/special-education/special-ed-services-and-staff
hirschi high school,texas,https://www.wfisd.net/hirschi,https://www.wfisd.net/hirschi/departments/special-education/special-ed-services-and-staff
wharton high school,texas,https://www.whartonisd.net/WHS,https://tx50000478.schoolwires.net/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=31&amp;DirectoryType=6
wheatland chili high school,new york,https://www.wheatland.k12.ny.us/,https://www.wheatland.k12.ny.us/directory
whitefield academy,georgia,https://www.whitefieldacademy.com/,https://www.whitefieldacademy.com/about-us/christ-centered-community/our-faculty-staff
whitinsville christian school,massachusetts,https://www.whitinsvillechristian.org/,https://www.whitinsvillechristian.org/about-us/faculty-staff/
williamsburg preparatory school,new york,https://www.williamsburgprep.com/,https://www.williamsburgprep.com/staff
willingboro high school,new jersey,https://www.willingboroschools.org/o/willingboro-high-school,https://www.willingboroschools.org/o/willingboro-high-school/o/willingboro-high-school/staff
willsboro central school,new york,https://www.willsborocsd.org,https://www.willsborocsd.org/district/staff-directory/
wilsboro central school,new york,https://www.willsborocsd.org,https://www.willsborocsd.org/district/staff-directory/
wilmington christian academy,north carolina,https://www.wilmingtonchristian.com/,https://www.wilmingtonchristian.com/faculty-administration
wilmington high school,ohio,https://www.wilmingtoncityschools.com/wilmington-high-school/home-1/-/,https://www.wilmingtoncityschools.com/staff-directory/
winchester thurston school,pennsylvania,https://www.winchesterthurston.org/,https://www.winchesterthurston.org/giving/meet-our-staff
winlock senior high school,washington,https://www.winlockschools.org/o/wmhs,https://winlockwa.sites.thrillshare.com/o/wmhs/staff
winner high school,south dakota,https://www.winner.k12.sd.us/page/2873,https://www.winner.k12.sd.us/page/2873/page/members
thomas jefferson high school,pennsylvania,https://www.wjhsd.net/thomasjeffersonhighschool_home.aspx,https://www.wjhsd.net/StaffDirectory.aspx
west liberty high school,iowa,https://www.wl.k12.ia.us/page/high-school,https://www.wl.k12.ia.us/page/high-school/staff
