school_name,state,website,staff_directory
christ the king cathedral school,texas,https://www.ctkcathedralschool.org/,https://www.ctkschoolslbk.org/about-us/faculty-members/
howell cheney technical high school,connecticut,https://www.cttech.org/,https://www.cttech.org/about/central-office-staff-directory/
cumberland high school,virginia,https://www.cucps.k12.va.us/o/chs,https://www.cucps.k12.va.us/staff?filter_id=%5B55279%5D
culver high school,oregon,https://www.culver.k12.or.us/schools/chs,https://www.culver.k12.or.us/schools/chs/staff
cumberland christian academy,georgia,https://www.cumberlandchristian.org/,https://www.cumberlandchristian.org/team-1
red hill jrsr high school,illinois,https://www.cusd10.org/o/rhjshc,https://www.cusd10.org/staff?filter_ids=87049
lawrenceville high school,illinois,https://www.cusd20.com/o/lhs,https://www.cusd20.com/o/lhs/staff
central high school,illinois,https://www.cusd3.com,https://www.cusd3.com/staff-forms-updated
central valley academy,new york,https://www.cvalleycsd.org/o/cva,https://www.cvalleycsd.org/o/cva/staff
connecting waters charter east bay,california,https://www.cweastbay.org/,https://www.cweastbay.org/missionandstaff
mitchell high school,colorado,https://www.d11.org/Mitchell,https://www.d11.org/Mitchell/StaffDirectory
dallas high school,oregon,https://www.dallas.k12.or.us/dallas-high-school,https://www.dallas.k12.or.us/staff
davies career tech high school,rhode island,https://www.daviestech.org/,https://www.daviestech.org/site/Default.aspx?PageType=15&SiteID=4&SectionMax=15&DirectoryType=6
layton high,utah,https://www.davis.k12.ut.us/,https://www.davis.k12.ut.us/district/about/staff-directory
dayton early college academy inc,ohio,https://www.daytonearlycollege.org,https://www.daytonearlycollege.org/directory
davis county community high school,iowa,https://www.dcmustangs.com/o/davis-county-high-school,https://www.dcmustangs.com/o/davis-county-high-school/o/davis-county-high-schooldavis-county-csd/staff?filter_ids=138465
delavan high school,illinois,https://www.delavanschools.com,https://www.delavanschools.com/staff
delphian school,oregon,https://www.delphian.org/,https://www.delphian.org/we-are-delphian/office-directory
st john high school,ohio,https://www.delphosstjohns.org/,https://www.delphosstjohns.org/AllStaffDirectory.aspx
the delta academy,nevada,https://www.deltaacademylv.com/,https://www.deltaacademylv.com/staff
delta high school,california,https://www.deltahs.org/,https://www.deltahs.org/staff
denison high school,iowa,https://www.denison.k12.ia.us/,https://www.denison.k12.ia.us/district/faculty-directory.aspx
desert christian school,arizona,https://www.desertchristian.org/,https://www.desertchristian.org/discover/facultystaff
stanley high school,louisiana,https://www.desotopsb.com/o/stanley-hs,https://www.desotopsb.com/o/stanley-hs/o/stanley-hs/staff
pershing high school,michigan,https://www.detroitk12.org/pershing,https://www.detroitk12.org/teams
devon preparatory school,pennsylvania,https://www.devonprep.com/,https://www.devonprep.com/about-us/faculty/
dayton high school,nevada,https://www.dhs.lyoncsd.org/en-US,https://www.dhs.lyoncsd.org/en-US/staff
deltona high school,florida,https://www.dhswolves.com/,https://www.dhswolves.com/faculty-staff
digital arts and cinema technology high school,new york,https://www.digitaltechhs.org/,https://www.digitaltechhs.org/staff
lake view high school,south carolina,https://www.dillon.k12.sc.us/schools/lake_view_high_school,https://www.dillon.k12.sc.us/schools/lake_view_high_school/staff
dimensions collaborative,california,https://www.dimensions.org/,https://www.dimensions.org/faculty-staff
thornridge high school,illinois,https://www.district205.net/site/default.aspx?domainid=103,https://www.district205.net/site/default.aspx?domainid=103/site/Default.aspx?PageType=15&amp;SiteID=103&amp;SectionMax=20&amp;DirectoryType=6
dixon high school,missouri,https://www.dixonr1.com/,https://www.dixonr1.com/staff
de la salle institute lourdes hall campus,illinois,https://www.dls.org/,https://www.dls.org/about-us/staff-faculty/
doane academy,new jersey,https://www.doaneacademy.org/,https://www.doaneacademy.org/faculty-staff-directory
doane stuart school,new york,https://www.doanestuart.org/,https://www.doanestuart.org/about/faculty-and-staff/
dollar bay tamarack city area k12 school,michigan,https://www.dollarbay.k12.mi.us/,https://www.dollarbay.k12.mi.us/article/staff-directory
doss high school,kentucky,https://www.dosshighschool.com/,https://www.dosshighschool.com/Staff
belmont high school,ohio,https://www.dps.k12.oh.us/schools/belmont-high-school/,https://www.dps.k12.oh.us/about/staff-directory/
david h ponitz career technology center,ohio,https://www.dps.k12.oh.us/schools/david-h-ponitz-career-technology-center/,https://www.dps.k12.oh.us/about/staff-directory/
dunbar early college high school,ohio,https://www.dps.k12.oh.us/schools/dunbar-early-college-high-school/,https://www.dps.k12.oh.us/about/staff-directory/
meadowdale high school,ohio,https://www.dps.k12.oh.us/schools/meadowdale-high-school/,https://www.dps.k12.oh.us/about/staff-directory/
dr richard izquierdo health and science charter school,new york,https://www.drizquierdocharterschools.org/,https://www.drizquierdocharterschools.org/staff-directory
douglas high school,south dakota,https://www.dsdk12.net/apps/pages/index.jsp?uREC_ID=354221&type=d&pREC_ID=780337,https://www.dsdk12.net/apps/pages/index.jsp?uREC_ID=354221&type=d&pREC_ID=staff
dsst stapleton high school,colorado,https://www.dsstpublicschools.org,https://www.dsstpublicschools.org/meet-our-team
dufur school,oregon,https://www.dufur.k12.or.us/,https://dufuror.sites.thrillshare.com/staff
dupo high school,illinois,https://www.dupo196.org/o/djshs,https://www.dupo196.org/o/djshs/staff
emmetsburg high school,iowa,https://www.e-hawks.org/o/ehs,https://www.e-hawks.org/o/ecsd/staff?filter_ids=77049
e3 civic high school,california,https://www.e3civichigh.com/,https://www.e3civichigh.com/apps/staff/
eagle academy for young men of harlem,new york,https://www.eagleharlem.nyc/,https://www.eagleharlem.nyc/directory/faculty
elma high school,washington,https://www.eagles.edu/our_schools/high_school,https://www.eagles.edu/our_schools/high_school/departments/student_services/staff_contact_information
edward a reynolds west side high school,new york,https://www.earwshs.net/,https://www.earwshs.net/staff
east clinton high school,ohio,https://www.eastclinton.org/east-clinton-high-school/,https://www.eastclinton.org/staff-directory/
eastern high school,indiana,https://www.eastern.k12.in.us/eastern-high-school/,https://www.eastern.k12.in.us/eastern-high-school/high-school-teaching-staff/
eastern high school,ohio,https://www.easternlocal.com/,https://www.easternlocal.com/staff
eastern mennonite school,virginia,https://www.easternmennonite.org/,https://www.easternmennonite.org/about/faculty-staff/
eastpointe high school,arizona,https://www.eastpointehs.com/,https://www.eastpointehs.com/about/#our-staff
eastwood i high school,ohio,https://www.eastwoodschools.org/,https://www.eastwoodschools.org/staff-directory
elk county catholic high school,pennsylvania,https://www.eccss.org/,https://eccss.org/2020-2021-faculty-and-staff/
early college high school at del state,delaware,https://www.echs.desu.edu/,https://earlycollegeatdelaware.sites.thrillshare.com/staff
edgerton secondary,minnesota,https://www.edgertonpublic.com/,https://www.edgertonpublic.com/site/Default.aspx?PageType=15&SiteID=4&SectionMax=15&DirectoryType=6
edgewood high school of sacred heart,wisconsin,https://www.edgewoodhs.org/,https://www.edgewoodhs.org/about/directory
ednovate brio college prep,california,https://www.ednovate.org/brio,https://www.ednovate.org/brio/team
ednovate esperanza college prep,california,https://www.ednovate.org/esperanza,https://www.ednovate.org/esperanza/team
ednovate east college prep,california,https://www.ednovate.org/hybrid,https://www.ednovate.org/hybrid/team
erie first christian academy,pennsylvania,https://www.efcaonline.org/,https://www.efcaonline.org/faculty-and-staff
edwards knox junior senior high school,new york,https://www.ekcsk12.org/,https://www.ekcsk12.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=147&amp;DirectoryType=6
elder high school,ohio,https://www.elderhs.org,https://www.elderhs.org/about/contacts--directory
e l haynes public charter school kansas ave high school,district of columbia,https://www.elhaynes.org/high-school/,https://www.elhaynes.org/our-team/
central high school,wisconsin,https://www.elmbrookschools.org/brookfield-central-high-school,https://www.elmbrookschools.org/brookfield-central-high-school/about/administrators-staff-directory
elmwood high school,illinois,https://www.elmwood322.com/,https://www.elmwood322.com/o/elmwood/page/links-for-staff
eugenio maria de hostos charter school,new york,https://www.emhcharter.org/high-school,https://www.emhcharter.org/admin-team
the english high school,massachusetts,https://www.englishhs.org/,https://www.englishhs.org/apps/staff/
enterprise high school,oregon,https://www.enterpriseschool.org/,https://www.enterpriseschool.org/en-US/staff-center-b9fa21b9
entiat middle and high school,washington,https://www.entiatschools.org/,https://www.entiatschools.org/site/Default.aspx?PageType=1&amp;SiteID=1&amp;ChannelID=28&amp;DirectoryType=6
high school for environmental studies,new york,https://www.envirostudies.org/,https://www.envirostudies.org/staff-directory
the epiphany school,north carolina,https://www.epiphanyglobalschool.org/,https://www.epiphanyglobalschool.org/about-epiphany/faculty-staff
esd 113 consortium reengagement program,washington,https://www.esd113.org/district-support/academic-support/youth-reengagement/,https://www.esd113.org/about-esd-113/contact-us/staff-directory/
esperanza high,california,https://www.esperanzahs.net/,https://www.esperanzahs.net/apps/staff/
esperanza high school,california,https://www.esperanzahs.net/,https://www.esperanzahs.net/apps/staff/
estill county high school,kentucky,https://www.estill.kyschools.us/1/Home/#,https://www.estill.kyschools.us/1/Home/#/staff
eunice high school,new mexico,https://www.eunice.org/,https://www.eunice.org/site/Default.aspx?PageType=15&SiteID=8&SectionMax=15&DirectoryType=6
evangel classical christian school,alabama,https://www.evangelclassical.com/,https://www.evangelclassical.com/faculty
evansville day school,indiana,https://www.evansvilledayschool.org/,https://www.evansvilledayschool.org/directory
east valley high school,washington,https://www.evsd.org/,https://www.evsd.org/staff
eden valley secondary,minnesota,https://www.evw.k12.mn.us/,https://www.evw.k12.mn.us/site/Default.aspx?PageType=15&SiteID=4&SectionMax=15&DirectoryType=6
east williamsburg scholars academy,new york,https://www.ew-sa.org/,https://www.ew-sa.org/team-3
south florence high school,south carolina,https://www.f1s.org/southflorence,https://www.f1s.org/employees
faith heritage school,new york,https://www.faithheritageschool.org/,https://www.faithheritageschool.org/faculty-staff
faith christian school,indiana,https://www.faithlafayette.org/school,https://www.faithlafayette.org/directory
first baptist school,south carolina,https://www.fbschool.org/,https://www.fbschool.org/faculty-and-staff-directory
first coast christian school,florida,https://www.fccsjax.org/,https://www.fccsjax.org/staff-faculty
steam academy,kentucky,https://www.fcps.net/,https://www.fcps.net/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=98&amp;DirectoryType=6
fcps virtual academy,kentucky,https://www.fcps.net/Page/18476,https://www.fcps.net/staff
florence christian school,south carolina,https://www.fcseagles.org/,https://www.fcseagles.org/directory/
frederick douglass academy vi high school,new york,https://www.fdavi.org/,https://www.fdavi.org/staff
federal hocking high school,ohio,https://www.fedhock.com/o/fedhock/page/federal-hocking-high-school,https://www.fedhock.com/staff?filter_ids=224508
elmira high school,oregon,https://www.fernridge.k12.or.us/elmirahs/,https://www.fernridge.k12.or.us/elmirahs/staff-directory-2/
hillcrest lutheran academy,minnesota,https://www.ffhillcrest.org/,https://www.ffhillcrest.org/faculty-and-staff
flushing international high school,new york,https://www.fihsnyc.org/,https://www.fihsnyc.org/staff
flushing high school,new york,https://www.flushinghighschool.org/,https://www.flushinghighschool.org/directory/faculty
frank mccourt high school,new york,https://www.fmhsnyc.org/,https://www.fmhsnyc.org/directory/faculty
foley senior high school,minnesota,https://www.foley.k12.mn.us/page/2455,https://www.foley.k12.mn.us/page/members/category
turpin high school,ohio,https://www.foresthills.edu/turpin/,https://www.foresthills.edu/staff-directory/
southside high school,arkansas,https://www.fortsmithschools.org/southside,https://sites.google.com/fortsmithschools.org/fspsorchestra/teachers?authuser=0
foundation academy,florida,https://www.foundationacademy.net/,https://www.foundationacademy.net/faculty-staff/
first presbyterian day school,pennsylvania,https://www.fpdmacon.org/,https://www.fpdmacon.org/about/faculty-staff/
frederica academy,georgia,https://www.fredericaacademy.org/,https://www.fredericaacademy.org/about-us/faculty-directory
french settlement high school,louisiana,https://www.frenchsettlementhigh.com/,https://www.frenchsettlementhigh.com/junior-high-faculty-staff
fresno christian schools,california,https://www.fresnochristian.com/,https://www.fresnochristian.com/staff-directory/
friends central school,pennsylvania,https://www.friendscentral.org/,https://www.friendscentral.org/about/faculty-staff-directory
friendship christian school,tennessee,https://www.friendshipchristian.org/,https://www.friendshipchristian.org/faculty
florida southwestern collegiate high school,florida,https://www.fsw.edu/wp/cchs/,https://www.fsw.edu/wp/cchs/faculty-staff/
florence high school,arizona,https://www.fusdaz.com/fhs,https://www.fusdaz.com/site/Default.aspx?PageType=1&SiteID=4&ChannelID=1622&DirectoryType=6
girls acad leaders academy dr michelle king stem,california,https://www.galacademy.org/,https://www.galacademy.org/faculty
gardner high school,massachusetts,https://www.gardner-ma.gov/854/Gardner-High-School-8-12,https://www.gardner-ma.gov/854/Gardner-High-School-8-12/directory.aspx
gaston jrsr high school,oregon,https://www.gastonk12.org/,https://www.gastonk12.org/site/Default.aspx?PageType=15&SiteID=4&SectionMax=15&DirectoryType=6
gaynor mccown expeditionary learning school,new york,https://www.gaynormccownels.org/,https://www.gaynormccownels.org/directory/faculty
grand concourse academy charter school,new york,https://www.gcacs.org/,https://www.gcacs.org/District/Staff
greenwood christian academy,indiana,https://www.gcak12.org/,https://www.gcak12.org/staff/teachers
gotham collaborative high school,new york,https://www.gchs.nyc/,https://www.gchs.nyc/staff
gillespie high school,illinois,https://www.gcusd7.org,http://www.gcusd7.org/high-school-staff-directory/
greenfield commonwealth virtual school,massachusetts,https://www.gcvs.org/,https://gcvs.org/state-certified-teachers/
general mclane high school,pennsylvania,https://www.generalmclane.net/schools/general-mclane-high-school/,https://www.generalmclane.net/schools/general-mclane-high-school/gmhs-employee-directory/
general trass high school,louisiana,https://www.generaltrasshighschool.org/,https://www.generaltrasshighschool.org/our-staff
genesee valley central school,new york,https://www.genvalley.org/,https://www.genvalley.org/site/Default.aspx?PageType=1&amp;SiteID=1&amp;ChannelID=34&amp;DirectoryType=6
gloversville high school,new york,https://www.gesdk12.org/o/ghs,https://gloversvilleny.sites.thrillshare.com/o/ghs/staff
great falls high school,montana,https://www.gfps.k12.mt.us/GFHS,https://www.gfps.k12.mt.us/gfhs_staff_directory
glens falls senior high school,new york,https://www.gfsd.org/high-school/,https://www.gfsd.org/staff/
garner hayfield ventura high school,iowa,https://www.ghvschools.org/garner-hayfield-venturahighschool_home.aspx,https://www.ghvschools.org/StaffDirectory.aspx
giddings high school,texas,https://www.giddingsisd.net/o/ghs,https://www.giddingsisd.net/o/ghs/staff
german international school new york,new york,https://www.gisny.org/,https://www.gisny.org/our-school/faculty-and-staff-directory
glasgow high school,montana,https://www.glasgow.k12.mt.us/,https://www.glasgow.k12.mt.us/staff
global impact stem academy,ohio,https://www.globalimpactacademy.org/,https://www.globalimpactacademy.org/staff
greater lawrence regional vocational technical,massachusetts,https://www.gltech.org/,http://lowell.schoolwires.net/staffdirectory
greenwood mennonite school,delaware,https://www.gms-flames.org/,https://www.gms-flames.org/staff-portal
gr new bedford vocational technical,massachusetts,https://www.gnbvt.edu/,https://www.gnbvt.edu/about-us-school/faculty-staff/
goal digital academy,ohio,https://www.goaldigital.org/,https://www.goaldigital.org/for-staff
goodwill excel center pcs,district of columbia,https://www.goodwillexcelcenter.org/,https://www.goodwillexcelcenter.org/about/gec-team/
grandville calvin christian school,michigan,https://www.gosquires.org/hs/,https://www.gosquires.org/about-gccs/staff/
tierra encantada charter school,new mexico,https://www.gotecs.org/,https://www.gotecs.org/apps/staff/
blanchet catholic school,oregon,https://www.gracebrethrenschools.com/,https://www.gracebrethrenschools.com/about-gbs/our-people/faculty-and-staff-directory
grace brethren schools,california,https://www.gracebrethrenschools.com/,https://www.gracebrethrenschools.com/about-gbs/our-people/faculty-and-staff-directory
grace christian school,oregon,https://www.gracechristian.org/,https://www.gracechristian.org/district-staff/
grace baptist christian school,georgia,https://www.graceedu.com/,https://www.graceedu.com/team
grady school,texas,https://www.gradyisd.org/,https://www.gradyisd.org/staff
granby junior senior high school,massachusetts,https://www.granbyschoolsma.org/,https://www.granbyschoolsma.org/staff
grass lake high school,michigan,https://www.grasslakeschools.com/,https://www.grasslakeschools.com/about-us/staff-directory
gray collegiate academy,south carolina,https://www.graycollegiateacademy.org/,https://www.graycollegiateacademy.org/faculty-and-staff
gray stone day school,north carolina,https://www.graystoneday.org/,https://www.graystoneday.org/StaffDirectory.aspx
greater atlanta christian school,georgia,https://www.greateratlantachristian.org/,https://www.greateratlantachristian.org/about-us/faculty-fellows
great river school,minnesota,https://www.greatriverschool.org/,https://www.greatriverschool.org/staff
early college education,colorado,https://www.greeleyschools.org/Page/15346,https://www.greeleyschools.org/site/Default.aspx?PageType=1&SiteID=4997&ChannelID=5557&DirectoryType=6
woodlands senior high school,new york,https://www.greenburghcsd.org/domain/157,https://www.greenburghcsd.org/staffresources
greene high school,new york,https://www.greenecsd.org/,https://www.greenecsd.org/staffdirectory7803.aspx
greensboro day school,north carolina,https://www.greensboroday.org/,https://www.greensboroday.org/facultystaff-directory
green tech high charter school,new york,https://www.greentechhigh.org/,https://www.greentechhigh.org/faculty-directory
greer middle college charter high school,south carolina,https://www.greermiddlecollege.org/,https://www.greermiddlecollege.org/academics/staff/
hawley secondary,minnesota,https://www.hawley.k12.mn.us/,https://www.hawley.k12.mn.us/site/Default.aspx?PageType=15&SiteID=4&SectionMax=15&DirectoryType=6
lehman high school,texas,https://www.hayscisd.net/site/Default.aspx?PageType=15&SiteID=28&SectionMax=10&DirectoryType=6,https://www.hayscisd.net/site/Default.aspx?PageType=15&SiteID=28&SectionMax=10&DirectoryType=6
holyoke juniorsenior high school,colorado,https://www.hcosd.org/page/holyoke-jr-sr-high-school,https://www.hcosd.org/staff
hermon dekalb central school,new york,https://www.hdcsk12.org/,https://www.hdcsk12.org/site/Default.aspx?PageType=1&SiteID=8&ChannelID=52&DirectoryType=6
hebron high school,indiana,https://www.hebronschools.k12.in.us/1/home,https://www.hebronschools.k12.in.us/1/home/find-it-fast/staff-directory
hector high school,arkansas,https://www.hectorschools.net/,https://www.hectorschools.net/staff
henning secondary high school,minnesota,https://www.henning.k12.mn.us/,https://www.henning.k12.mn.us/o/henning-public-school/staff
riverside high school,indiana,https://www.herronriverside.org/,https://www.herronriverside.org/about-us/faculty-and-staff
george w hewlett high school,new york,https://www.hewlett-woodmere.net/,https://www.hewlett-woodmere.net/site/Default.aspx?PageType=1&amp;SiteID=1&amp;ChannelID=2&amp;DirectoryType=6
holy family cristo rey catholic high school,alabama,https://www.hfcristorey.org/,https://www.hfcristorey.org/faculty-staff
hiawatha high school,illinois,https://www.hiawatha426.org/,https://www.hiawatha426.org/home/staff-directory
highland school,texas,https://www.highland.esc14.net/,http://www.highland.esc14.net/page/Directory
mahtomedi senior high school,minnesota,https://www.highschool.mahtomedi.k12.mn.us/,http://www.highschool.mahtomedi.k12.mn.us/page/members/category
hill country christian school of austin,texas,https://www.hillcountrychristianschool.org/,https://www.hillcountrychristianschool.org/about/facultystaff-directory/
hillcrest high school,new york,https://www.hillcrestweb.com/,https://www.hillcrestweb.com/directory/faculty
hilliard bradley high school,ohio,https://www.hilliardschools.org/,https://www.hilliardschools.org/district/directory/
hinton high school,iowa,https://www.hintonschool.com/,https://www.hintonschool.com/staff
hagerman school,idaho,https://www.hjsd.org/schools/hagerman-jr-sr-high-school/,https://www.hjsd.org/schools/hagerman-jr-sr-high-school/#staff
archbishop hoban high school,ohio,https://www.hoban.org,https://www.hoban.org/about-hoban/directory
holbrook high school,arizona,https://www.holbrook.k12.az.us/o/hhs,https://www.holbrook.k12.az.us/o/hhs/staff
holden high school,missouri,https://www.holdenschools.org/Page/2668,https://www.holdenschools.org/districtdirectory
holton high,kansas,https://www.holtonks.net/hhs,https://www.holtonks.net/do-staff
academy of the holy names,florida,https://www.holynamestpa.org/,https://www.holynamestpa.org/parents/faculty-staff-directory
hope of detroit academy middle high school,michigan,https://www.hopeofdetroit.com/middlehighstaff,https://www.hopeofdetroit.com/middlehighstaff
hope online learning academy high school,colorado,https://www.hopeonline.org,https://www.hopeonline.org/learning-sites#HOPECentralStaffDirectory
hopewell senior high school,pennsylvania,https://www.hopewell.k12.pa.us/hopewellhighschool_home.aspx,https://www.hopewell.k12.pa.us/hopewellhighschool_home.aspxStaffDirectory1.aspx
hoquiam high school,washington,https://www.hoquiam.net/o/hhs,https://www.hoquiam.net/o/hhs/staff
horizon honors secondary school,arizona,https://www.horizonhonorssecondary.org/,https://www.horizonhonorssecondary.org/Contact/staff
houma christian school,louisiana,https://www.houmachristianschool.com/,https://www.houmachristianschool.com/page/staff-and-administration
houston county high school,tennessee,https://www.houston.k12.tn.us/,https://www.houston.k12.tn.us/our-district/directory
houston academy,alabama,https://www.houstonacademy.com/,https://www.houstonacademy.com/about/faculty/
houston academy for international studies,texas,https://www.houstonisd.org/,https://www.houstonisd.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=7888&amp;DirectoryType=6
howe high school,oklahoma,https://www.howeschools.org/staff,https://www.howeschools.org/staff/
high point academy,south carolina,https://www.hpaspartanburg.com/,https://www.hpaspartanburg.com/FacultyStaffDirectory.aspx
arthur a benjamin health professions high school,california,https://www.hphsjaguars.com/,https://www.hphsjaguars.com/staff-directory
high school for health professions and human service,new york,https://www.hphsnyc.org/,https://www.hphsnyc.org/apps/staff/
high point regional high school,new jersey,https://www.hpregional.org/,https://www.hpregional.org/staff/staff_directory
houghton central high school,michigan,https://www.hpts.us/,https://www.hpts.us/athletic-staff.php
sparta high school,illinois,https://www.hs.sparta.k12.il.us/,https://www.hs.sparta.k12.il.us/support-staff
horizon science academy columbus,ohio,https://www.hsach.org/,https://www.hsach.org/apps/staff/
high school for energy and technology,new york,https://www.hsenergytech.org/,https://www.hsenergytech.org/staff
high school for health careers and sciences,new york,https://www.hshcs.nyc/,https://www.hshcs.nyc/directory/faculty
high school of telecommunication arts and technology,new york,https://www.hstat.org/,https://www.hstat.org/directory/faculty
hubbard high school,ohio,https://www.hubbard.k12.oh.us/,https://www.hubbard.k12.oh.us/staff-resources
hudson juniorsenior high school,new york,https://www.hudsoncsd.org/hudson-senior-high-school/,https://www.hudsoncsd.org/directory/
hudson high school of learning technologies,new york,https://www.hudsonhs.com/,https://www.hudsonhs.com/faculty.html
huntington surrey high school,texas,https://www.huntingtonsurrey.org/,https://www.huntingtonsurrey.org/faculty
hustisford high,wisconsin,https://www.hustisford.k12.wi.us/,https://www.hustisford.k12.wi.us/elementary/staffdirectory.cfm?lastname=&amp;firstname=&amp;groupid=&amp;positiontitle=&amp;maxrows=50&amp;dosearch=1&amp;sortby=lastname&amp;startrow=1
housatonic valley regional high school,connecticut,https://www.hvrhs.org/,https://www.hvrhs.org/directory/
hamilton wenham regional high school,massachusetts,https://www.hwschools.net/,https://www.hwschools.net/about/staff-directory
high school for innovation in advertising and medi,new york,https://www.iam-hs.org/,https://www.iam-hs.org/faculty
woodrow wilson senior high school,california,https://www.ibwilsonmules.com/,https://www.ibwilsonmules.com/copy-of-new-staff
iflagler virtual franchise,florida,https://www.iflagler.org/,https://www.iflagler.org/about-us/department-directory
immaculate heart central school,new york,https://www.ihcschool.org/,https://www.ihcschool.org/facultyandstaff
institute for health professionals at cambria heig,new york,https://www.ihpch.org/,https://www.ihpch.org/apps/staff/
ihsca charter high school,illinois,https://www.ihsca.org/,https://www.ihsca.org/apps/staff/
independence high school,new york,https://www.ihsnyc.com/,https://www.ihsnyc.com/Home/staff-directory
illiana christian high school,indiana,https://www.illianachristian.org/,https://www.illianachristian.org/about/our-staff/
illi bluffs high school,illinois,https://www.illinibluffs.com,https://www.illinibluffs.com/staff
illini central high school,illinois,https://www.illinicentral.org/o/high-school,https://www.illinicentral.org/o/high-school/staff
immaculata la salle high school,florida,https://www.ilsroyals.com/,https://www.ilsroyals.com/staff
imani christian academy,pennsylvania,https://www.imanichristianacademy.org/,https://www.imanichristianacademy.org/staff
immanuel christian school,texas,https://www.immanuelwarriors.org/secondary-school,https://www.immanuelwarriors.org/faculty-staff
illinois mathematics and science academy,illinois,https://www.imsa.edu/,https://www.imsa.edu/academics/faculty/
in tech academy,new york,https://www.in-techacademy.org/,https://www.in-techacademy.org/staff-information-directory
independence high school,ohio,https://www.independence.k12.oh.us/o/ihs,https://www.independence.k12.oh.us/staff?filter_ids=218735
rensaissance charter high school for innovation,new york,https://www.innovationhighschool.org/,https://www.innovationhighschool.org/stafflinks/
intermountain christian school,utah,https://www.intermountainchristian.org/,https://www.intermountainchristian.org/employee-directory
international community high school,new york,https://www.internationalcommunityhs.org/,https://www.internationalcommunityhs.org/teachers-and-staff-2022
iola scandinavia high,wisconsin,https://www.iola.k12.wi.us/,https://www.iola.k12.wi.us/page/staff
iola high school,texas,https://www.iolaisd.net/,https://www.iolaisd.net/site/Default.aspx?PageType=15&SiteID=8&SectionMax=15&DirectoryType=6
international polytechnic high school,california,https://www.ipolyhighschool.org/,https://www.ipolyhighschool.org/site/Default.aspx?PageType=1&amp;SiteID=8&amp;ChannelID=51&amp;DirectoryType=6
ira school,texas,https://www.ira.esc14.net/,https://www.ira.esc14.net/page/Staff.directory
lakeville north high school,minnesota,https://www.isd194.org/,https://www.isd194.org/staff
lakeville south high,minnesota,https://www.isd194.org/site/Default.aspx?PageID=31,https://www.isd194.org/lshs/staff-directory
maple river secondary,minnesota,https://www.isd2135.k12.mn.us/,https://www.isd2135.k12.mn.us/staffdirectory
staples motley senior high school,minnesota,https://www.isd2170.k12.mn.us/m-h-school/,https://www.isd2170.k12.mn.us/middle-high-school-staff/
cleveland secondary,minnesota,https://www.isd391.org/,https://www.isd391.org/staff
belle plaine high school,minnesota,https://www.isd716.org/junior-senior-high,https://www.isd716.org/staff-directory
holdingford secondary,minnesota,https://www.isd738.org/,https://www.isd738.org/staff---district.html
istrouma high school,louisiana,https://www.istroumamagnethigh.com/,https://www.istroumamagnethigh.com/about-us/staff-directory
it takes a village academy,new york,https://www.itavabrooklyn.org/,https://www.itavabrooklyn.org/directory/faculty
boynton middle school,new york,https://www.ithacacityschools.org/boynton,https://www.ithacacityschools.org/getstaff.cfm?building=boynton
jackson city school,kentucky,https://www.jacksonind.net/,https://www.jacksonind.net/staff
jamaica gateway to the sciences,new york,https://www.jamaicagateway.org/,https://www.jamaicagateway.org/staff-directory
parker high school,wisconsin,https://www.janesvilleparker.org/,https://www.janesvilleparker.org/about-us/staff-directory
john carroll catholic high school,alabama,https://www.jcchs.org/,https://www.jcchs.org/about/facultystaff
east central high school,mississippi,https://www.jcsd.ms/site/Default.aspx?PageID=44,https://www.jcsd.ms/site/Default.aspx?PageID=44/site/Default.aspx?PageType=15&SiteID=32&SectionMax=15&DirectoryType=6
buffalo high school,wyoming,https://www.jcsd1.us/o/buffalo,https://www.jcsd1.us/o/buffalo/o/buffalo/staff
jackson center high school,ohio,https://www.jctigers.org/Grades4thru12.aspx,https://www.jctigers.org/StaffDirectory.aspx
jefferson academy,texas,https://www.jeffersonchristianacademy.org/,https://www.jca-tx.org/faculty-and-staff
jefferson christian academy,texas,https://www.jeffersonchristianacademy.org/,https://www.jca-tx.org/faculty-and-staff
jefferson county dubois avts,pennsylvania,https://www.jefftech.info/,https://www.jefftech.info/Administration-and-Staff
jefferson township high school,new jersey,https://www.jefftwp.org/,https://www.jefftwp.org/site/Default.aspx?PageType=15&SiteID=4&SectionMax=15&DirectoryType=6
jefferson high school,montana,https://www.jhs.k12.mt.us/,https://www.jhs.k12.mt.us/StaffDirectory.aspx
john caroll high school,florida,https://www.johncarrollhigh.com/,https://www.johncarrollhigh.com/faculty-staff/
john curtis christian school,louisiana,https://www.johncurtis.com/,https://www.johncurtis.com/about-jccs/our-faculty
johnsburg central school,new york,https://www.johnsburgcsd.org,https://www.johnsburgcsd.org/site/Default.aspx?PageType=15&SiteID=4&SectionMax=15&DirectoryType=6
jonesboro school,texas,https://www.jonesboroisd.net/,https://www.jonesboroisd.net/staff
josephinum academy of the sacred heart,illinois,https://www.josephinum.org,https://www.josephinum.org/about-us/facultystaff-directory
jalen rose leadership academy,michigan,https://www.jrladetroit.com/,https://www.jrladetroit.com/our-team
